"treeID","lat","lon","y","x","code8","genus","species","crown","dbh","elev","slope","swale","code2","crown_2008","crown_2016","dbh_2008","dbh_2012","dbh_2016","scientific"
417,40.665492951128,-77.9046780501207,147929.1701,586921.0073,"quercusPrinus","Quercus","prinus",1,"50.7","292.57169599999997","N","P","QUPR","D","D",48.26,"53.2","50.7","Quercus prinus"
418,40.6654951327325,-77.9046258733577,147929.404627,586925.41959,"acerSaccharu","Acer","saccharum",2,"27.6","292.85113000000001","N","P","ACSA","CD","CD",25.908,"26.8","27.6","Acer saccharum"
419,40.6654568158077,-77.9045868323371,147925.144,586928.7133,"quercusPrinus","Quercus","prinus",2,"45","292.48992800000002","N","P","QUPR","D","CD",43.18,"46.8","45","Quercus prinus"
420,40.665413648361,-77.9045960665357,147920.3519,586927.9241,"quercusPrinus","Quercus","prinus",2,"33.700000000000003","291.16885300000001","N","P","QUPR","D","CD",31.496,"34.1","33.700000000000003","Quercus prinus"
421,40.665408361235,-77.9045818874801,147919.7627,586929.122,"quercusPrinus","Quercus","prinus",2,"25.5","290.84319499999998","N","P","QUPR","CD","CD",24.13,"25","25.5","Quercus prinus"
422,40.665412895232,-77.9046104564086,147920.2704,586926.7072,"quercusPrinus","Quercus","prinus",2,"35.4","290.48182300000002","N","P","QUPR","CD","CD",34.036,"35.5","35.4","Quercus prinus"
423,40.6653518365806,-77.9045798511229,147913.4857,586929.2832,"quercusPrinus","Quercus","prinus",2,"31.9","289.33592099999998","N","P","QUPR","CD","CD",29.718,"30.808999999999997","31.9","Quercus prinus"
424,40.6653298090207,-77.9045482179983,147911.035,586931.9537,"caryaTormento","Carya","tormentosa",1,"44.2","288.56605100000002","N","P","CATO","D","D",41.402,"44","44.2","Carya tormentosa"
425,40.6653303021459,-77.9046714422874,147911.108,586921.5344,"quercusPrinus","Quercus","prinus",2,"30.9","286.179329","N","P","QUPR","CD","CD",30.988,"31.7","30.9","Quercus prinus"
426,40.6653633939045,-77.9046915192746,147914.7856,586919.8432,"quercusPrinus","Quercus","prinus",NA,"DEAD","287.71288500000003","N","P","QUPR","D","Dead",50.038,"53","DEAD","Quercus prinus"
427,40.6654141410448,-77.9047033820401,147920.4225,586918.85,"quercusPrinus","Quercus","prinus",2,"39.6","288.89295600000003","N","P","QUPR","CD","CD",38.1,"39.9","39.6","Quercus prinus"
428,40.6654283516765,-77.9047897773873,147922.0133,586911.5475,"quercusPrinus","Quercus","prinus",NA,"DEAD","289.31893300000002","N","P","QUPR","D","Dead",40.132,"41","DEAD","Quercus prinus"
429,40.6655055403589,-77.9047856892574,147930.584,586911.9082,"quercusPrinus","Quercus","prinus",2,"22.3","292.33427","N","P","QUPR","CD","CD",21.082,"23.9","22.3","Quercus prinus"
430,40.6655439874671,-77.9047735653855,147934.851507,586912.94083,"prunusSerotina","Prunus","serotina",NA,"DEAD","293.423832","N","P","PRSE","CD","Dead",20.574,"20.2","DEAD","Prunus serotina"
431,40.6655612926892,-77.9048110765699,147936.7787,586909.7724,"quercusPrinus","Quercus","prinus",2,"25.1","293.82759499999997","N","P","QUPR","CD","CD",23.876,"24.8","25.1","Quercus prinus"
432,40.6655476742082,-77.9048471289653,147935.2718,586906.7213,"quercusPrinus","Quercus","prinus",2,"37.6","293.319592","N","P","QUPR","D","CD",36.068,"37.5","37.6","Quercus prinus"
433,40.6655673993782,-77.904886560096,147937.468,586903.391,"quercusPrinus","Quercus","prinus",2,"25.4","293.505109","N","P","QUPR","CD","CD",23.876,"25.1","25.4","Quercus prinus"
434,40.6655479392716,-77.9049289243979,147935.313364,586899.805051,"fraxinusAmerican","Fraxinus","americana",NA,"DEAD","292.74748199999999","N","P","FRAM","D","Dead",21.336,"22.1","DEAD","Fraxinus americana"
435,40.6655010676702,-77.9049735813597,147930.1152,586896.0199,"quercusPrinus","Quercus","prinus",2,"39.4","291.71761800000002","N","SW","QUPR","D","CD",36.83,"39.6","39.4","Quercus prinus"
436,40.6654713636355,-77.9049711665354,147926.8164,586896.2183,"caryaTormento","Carya","tormentosa",2,"30.7","291.165593","N","SW","CATO","CD","CD",28.702,"30","30.7","Carya tormentosa"
437,40.6655550540974,-77.9049998960789,147936.11395,586893.805351,"acerSaccharu","Acer","saccharum",3,"29.7","292.42231399999997","N","P","ACSA","I","I",26.924,"27.8","29.7","Acer saccharum"
438,40.6654472847783,-77.905037211461,147924.1524,586890.6291,"caryaTormento","Carya","tormentosa",NA,"27.6","290.44540499999999","N","SW","CATO","CD","Dead",25.146,"26.8","27.6","Carya tormentosa"
439,40.665442116928,-77.9050423073915,147923.5793,586890.1972,"caryaTormento","Carya","tormentosa",2,"23.1","290.40233899999998","N","SW","CATO","CD","CD",21.082,"22.9","23.1","Carya tormentosa"
440,40.6654213070324,-77.9049796797558,147921.2592,586895.4887,"caryaTormento","Carya","tormentosa",2,"22","290.22424999999998","N","SW","CATO","CD","CD",21.082,"21.8","22","Carya tormentosa"
441,40.6654552769504,-77.9049113278092,147925.0212,586901.2749,"quercusPrinus","Quercus","prinus",2,"36.299999999999997","291.09437200000002","N","SW","QUPR","CD","CD",34.29,"36","36.299999999999997","Quercus prinus"
442,40.6654560638136,-77.9048993529705,147925.1068,586902.2876,"quercusPrinus","Quercus","prinus",2,"33.4","291.16198900000001","N","SW","QUPR","CD","CD",30.734,"32.4","33.4","Quercus prinus"
443,40.6654094528478,-77.904894278496,147919.9302,586902.7076,"caryaTormento","Carya","tormentosa",2,"26.2","289.68214399999999","N","SW","CATO","CD","CD",25.654,"26","26.2","Carya tormentosa"
444,40.6653561372431,-77.9049040839841,147914.0113,586901.8681,"caryaTormento","Carya","tormentosa",1,"41","288.20054399999998","N","SW","CATO","D","D",39.624,"43.5","41","Carya tormentosa"
445,40.6653243740461,-77.9048703235555,147910.479195,586904.716572,"acerSaccharu","Acer","saccharum",NA,"DEAD","286.74068399999999",NA,NA,"ACSA","CD","Dead",31.242,"DEAD","DEAD","Acer saccharum"
446,40.6653023636426,-77.904946734438,147908.046415,586898.251258,"acerSaccharu","Acer","saccharum",2,"24.3","287.14924999999999","N","SW","ACSA","CD","CD",22.098,"22.5","24.3","Acer saccharum"
447,40.665242039177,-77.9048917223522,147901.339612,586902.891132,"acerSaccharu","Acer","saccharum",2,"35.4","285.07813900000002","N","SW","ACSA","CD","CD",34.29,"35.5","35.4","Acer saccharum"
448,40.6651724127876,-77.9051700548133,147893.649366061,586879.34273998,"caryaOvata","Carya","ovata",1,"27.8","N/A","N","SW","CAOV","D","D",25.654,"26.7","27.8","Carya ovata"
449,40.6651835933727,-77.9049093714789,147894.8522,586901.3874,"quercusPrinus","Quercus","prinus",1,"51","284.03106000000002","N","SW","QUPR","D","D",47.752,"49.7","51","Quercus prinus"
450,40.6651618193614,-77.9048585517519,147892.4268,586905.6803,"quercusAlba","Quercus","alba",2,"35.6","282.21105799999998","N","SW","QUAL","CD","CD",34.036,"34.817999999999998","35.6","Quercus alba"
451,40.6651835378932,-77.9048382309569,147894.83549,586907.402785,"acerSaccharu","Acer","saccharum",2,"36.9","281.53837700000003","N","SW","ACSA","CD","CD",34.29,"35.200000000000003","36.9","Acer saccharum"
452,40.6651101642666,-77.9049136088421,147886.699,586901.0148,"quercusPrinus","Quercus","prinus",2,"34.1","282.532197","N","SW","QUPR","CD","CD",32.258,"33.299999999999997","34.1","Quercus prinus"
453,40.6650702038836,-77.9049287278865,147882.2639,586899.7286,"quercusPrinus","Quercus","prinus",2,"DEAD","281.78640300000001","N","SW","QUPR","CD","CD",28.448,"26.5","DEAD","Quercus prinus"
454,40.6651251782157,-77.9048596500127,147888.3582,586905.5803,"quercusPrinus","Quercus","prinus",2,"43.8","281.09851800000001","N","SW","QUPR","CD","CD",41.91,"42.1","43.8","Quercus prinus"
455,40.6650472200067,-77.9048350726566,147879.6978,586907.6433,"quercusRubra","Quercus","rubra",1,"54.5","278.44619599999999","N","SW","QURU","D","D",51.308,"55.4","54.5","Quercus rubra"
456,40.6650211983567,-77.9048980355153,147876.8176,586902.3143,"quercusPrinus","Quercus","prinus",2,"42.1","279.65960899999999","N","SW","QUPR","CD","CD",41.148,"43.6","42.1","Quercus prinus"
457,40.665000184529,-77.9048666791482,147874.4795,586904.9616,"quercusRubra","Quercus","rubra",1,"53.5","278.492076","N","SW","QURU","D","D",51.054,"54.1","53.5","Quercus rubra"
458,40.6646817158389,-77.9047937673385,147839.1048,586911.0648,"quercusAlba","Quercus","alba",1,"53.9","269.98967800000003","N","SW","QUAL","D","D",50.8,"54.1","53.9","Quercus alba"
459,40.6646978676391,-77.9048044241468,147840.899932564,586910.166834521,"caryaTormento","Carya","tormentosa",2,"41.9","N/A","N","SW","CATO","CD","CD",40.386,"42.1","41.9","Carya tormentosa"
460,40.6646857356143,-77.9049059291313,147839.5678,586901.5815,"quercusAlba","Quercus","alba",2,"35.700000000000003","271.04769800000003","N","SW","QUAL","CD","CD",33.528,"35.6","35.700000000000003","Quercus alba"
461,40.6647852334129,-77.9049471291881,147850.62249919,586898.117125694,"quercusAlba","Quercus","alba",2,"31","N/A","N","SW","QUAL","CD","CD",28.956,"30.2","31","Quercus alba"
462,40.6647707028757,-77.9049230175935,147849.0054,586900.1531,"quercusAlba","Quercus","alba",2,"32.799999999999997","273.59517499999998","N","SW","QUAL","CD","CD",30.226,"32.299999999999997","32.799999999999997","Quercus alba"
463,40.6647777296796,-77.9048629928688,147849.776779,586905.229982,"acerSaccharu","Acer","saccharum",2,"26.1","273.56154600000002","N","SW","ACSA","CD","CD",26.416,"26.7","26.1","Acer saccharum"
464,40.6648365732343,-77.9048429240366,147856.308,586906.9384,"quercusPrinus","Quercus","prinus",1,"51.9","275.01897600000001","N","SW","QUPR","D","D",49.53,"52.6","51.9","Quercus prinus"
465,40.6648701636017,-77.9048679230544,147860.0417,586904.8311,"quercusPrinus","Quercus","prinus",2,"36.5","275.89640300000002","N","SW","QUPR","CD","CD",33.528,"34.700000000000003","36.5","Quercus prinus"
466,40.6648762524213,-77.9048603421926,147860.7167,586905.4733,"quercusPrinus","Quercus","prinus",2,"44.8","276.00734499999999","N","SW","QUPR","CD","CD",41.91,"44.6","44.8","Quercus prinus"
467,40.6649137496315,-77.9048952524434,147864.8857,586902.5287,"quercusRubra","Quercus","rubra",3,"27.3","277.21747599999998","N","SW","QURU","CD","I",25.908,"27.2","27.3","Quercus rubra"
468,40.664855555121,-77.904933172045,147858.4292,586899.311,"quercusPrinus","Quercus","prinus",2,"33.1","275.86735599999997","N","SW","QUPR","CD","CD",29.972,"36.299999999999997","33.1","Quercus prinus"
469,40.6649336140531,-77.9049409893544,147867.0983,586898.6652,"caryaGlabra","Carya","glabra",1,"26.9","277.95204699999999","N","SW","CAGL","D","D",25.908,"26.6","26.9","Carya glabra"
470,40.6648093231167,-77.9050764624546,147853.316701075,586887.18578586,"caryaTormento","Carya","tormentosa",1,"21","N/A","N","SW","CATO","D","D",19.812,"21","21","Carya tormentosa"
471,40.6647617100548,-77.9047300573441,147847.9782,586916.4675,"quercusRubra","Quercus","rubra",1,"53.2","272.00162699999998","N","P","QURU","D","D",49.276,"52.8","53.2","Quercus rubra"
472,40.6647058099598,-77.9046270503522,147841.7556,586925.1666,"quercusAlba","Quercus","alba",2,"39.9","270.00276400000001","N","P","QUAL","CD","CD",37.846,"39","39.9","Quercus alba"
473,40.664696111903,-77.9046129097898,147840.6766,586926.3604,"quercusRubra","Quercus","rubra",2,"37.700000000000003","269.58331099999998","N","P","QURU","CD","CD",35.306,"37.4","37.700000000000003","Quercus rubra"
474,40.6646994362625,-77.9045889371994,147841.0422,586928.3881,"quercusAlba","Quercus","alba",2,"41.8","269.62204300000002","N","P","QUAL","CD","CD",40.386,"41.8","41.8","Quercus alba"
475,40.6647249847914,-77.9045125824858,147843.8679,586934.8494,"quercusAlba","Quercus","alba",2,"33.700000000000003","270.25357300000002","N","P","QUAL","CD","CD",32.512,"33.700000000000003","33.700000000000003","Quercus alba"
476,40.6647260287781,-77.9045610527203,147843.991,586930.7511,"quercusAlba","Quercus","alba",2,"36.4","270.29942799999998","N","P","QUAL","CD","CD",34.036,"35.9","36.4","Quercus alba"
477,40.664744281173,-77.9045927372007,147846.0225,586928.0755,"quercusAlba","Quercus","alba",2,"39.9","270.87750799999998","N","P","QUAL","CD","CD",38.1,"39.9","39.9","Quercus alba"
478,40.6647340913581,-77.9045970075133,147844.891619,586927.712434,"acerSaccharu","Acer","saccharum",2,"27.1","270.54860200000002","N","P","ACSA","I","CD",26.924,"26.4","27.1","Acer saccharum"
479,40.6647712818348,-77.9046410130635,147849.027896,586923.998684,"quercusVelatina","Quercus","velatina",2,"43.2","271.37875600000001","N","P","QUVE","CD","CD",41.91,"42.9","43.2","Quercus velatina"
480,40.6648944473761,-77.9046228118458,147862.701938985,586925.561671684,"quercusAlba","Quercus","alba",2,"26.5","N/A","N","P","QUAL","CD","CD",26.162,"26.2","26.5","Quercus alba"
481,40.6648220568725,-77.9046313149539,147854.6647,586924.8286,"quercusAlba","Quercus","alba",2,"38.5","272.45721400000002","N","P","QUAL","CD","CD",35.306,"37.200000000000003","38.5","Quercus alba"
482,40.6648649996428,-77.9046534852186,147859.4365,586922.9623,"quercusAlba","Quercus","alba",2,"41.5","273.15180800000002","N","P","QUAL","CD","CD",39.878,"41.9","41.5","Quercus alba"
483,40.6648269504083,-77.9045935173823,147855.2025,586928.0256,"quercusAlba","Quercus","alba",2,"38.4","273.01114000000001","N","P","QUAL","CD","CD",36.83,"38.700000000000003","38.4","Quercus alba"
484,40.6648230114955,-77.90453737222,147854.7568,586932.7723,"quercusRubra","Quercus","rubra",1,"45.4","273.319884","N","P","QURU","D","D",44.704,"46.8","45.4","Quercus rubra"
485,40.6648158159962,-77.9045829207972,147853.964527,586928.919451,"acerSaccharu","Acer","saccharum",3,"26.8","272.83907299999998","N","P","ACSA","I","I",25.908,"25.2","26.8","Acer saccharum"
486,40.6647972514373,-77.9044859204811,147851.8887,586937.1179,"caryaTormento","Carya","tormentosa",1,"35.5","272.84505100000001","N","P","CATO","D","D",33.274,"35.299999999999997","35.5","Carya tormentosa"
487,40.664824183299,-77.9044750406179,147854.8777,586938.0431,"quercusAlba","Quercus","alba",2,"32.6","273.76584300000002","N","P","QUAL","CD","CD",30.734,"32.299999999999997","32.6","Quercus alba"
488,40.6648927778399,-77.9044785509608,147862.4952,586937.7596,"caryaTormento","Carya","tormentosa",1,"27.4","275.99425400000001","N","P","CATO","D","D",25.146,"26.8","27.4","Carya tormentosa"
489,40.6649309306341,-77.9044459505378,147866.727,586940.5236,"quercusPrinus","Quercus","prinus",3,"27.4","277.47262499999999","N","P","QUPR","I","I",26.416,"27.1","27.4","Quercus prinus"
490,40.6649668247312,-77.904412759486,147870.7079,586943.3371,"quercusRubra","Quercus","rubra",1,"49","278.56480399999998","N","P","QURU","D","D",46.736,"48.1","49","Quercus rubra"
491,40.6650052467433,-77.9044397006806,147874.9784,586941.0665,"quercusAlba","Quercus","alba",1,"33.1","279.69907699999999","N","P","QUAL","D","D",30.988,"32.4","33.1","Quercus alba"
492,40.6650197123737,-77.9043780486946,147876.5756,586946.2824,"caryaTormento","Carya","tormentosa",2,"21.9","280.28551900000002","N","P","CATO","CD","CD",21.082,"21.7","21.9","Carya tormentosa"
493,40.6650658328259,-77.904332183043,147881.6902,586950.1696,"quercusAlba","Quercus","alba",2,"36.200000000000003","281.749075","N","P","QUAL","CD","CD",35.052,"36.700000000000003","36.200000000000003","Quercus alba"
494,40.6650715943482,-77.9043823886378,147882.3374,586945.9255,"caryaTormento","Carya","tormentosa",1,"21.2","281.70030800000001","N","P","CATO","D","D",20.828,"21.3","21.2","Carya tormentosa"
495,40.6650784476171,-77.9044113991289,147883.1027,586943.4738,"quercusAlba","Quercus","alba",2,"31","282.068082","N","P","QUAL","CD","CD",28.194,"29.597000000000001","31","Quercus alba"
496,40.6651203207135,-77.9043847664396,147887.7485,586945.7339,"caryaTormento","Carya","tormentosa",1,"31.9","283.34014100000002","N","P","CATO","D","D",30.226,"31.6","31.9","Carya tormentosa"
497,40.6650736313362,-77.9044602050344,147882.5751,586939.346,"caryaTormento","Carya","tormentosa",1,"36.1","281.89525800000001","N","P","CATO","D","D",34.036,"35.700000000000003","36.1","Carya tormentosa"
498,40.6650514244211,-77.9044726095747,147880.111,586938.2928,"quercusAlba","Quercus","alba",2,"30.9","281.09295600000002","N","P","QUAL","CD","CD",30.226,"31.2","30.9","Quercus alba"
499,40.6650268418759,-77.9045444835135,147877.3919,586932.2106,"quercusRubra","Quercus","rubra",1,"43.6","279.61402500000003","N","P","QURU","D","D",41.656,"43.4","43.6","Quercus rubra"
500,40.6650557924862,-77.9045871983565,147880.613,586928.6044,"quercusPrinus","Quercus","prinus",NA,"DEAD","280.17352299999999",NA,NA,"QUPR","CD","Dead",36.068,"DEAD","DEAD","Quercus prinus"
501,40.6649556795797,-77.9045074027821,147869.4843,586935.3322,"quercusAlba","Quercus","alba",2,"35.299999999999997","277.73687799999999","N","P","QUAL","CD","CD",32.512,"35","35.299999999999997","Quercus alba"
502,40.6649625187394,-77.9045314343025,147870.2473,586933.3015,"quercusAlba","Quercus","alba",2,"36","277.77382499999999","N","P","QUAL","CD","CD",35.052,"36.5","36","Quercus alba"
503,40.6650083091555,-77.904627780782,147875.346290173,586925.16365209,"quercusAlba","Quercus","alba",2,"30.9","N/A","N","P","QUAL","CD","CD",29.718,"31.4","30.9","Quercus alba"
504,40.664965150024,-77.9046186811081,147870.5524,586925.9247,"quercusAlba","Quercus","alba",2,"35.799999999999997","276.480728","N","P","QUAL","CD","CD",34.29,"36.299999999999997","35.799999999999997","Quercus alba"
505,40.6649315403437,-77.9045966458219,147866.817,586927.7814,"quercusPrinus","Quercus","prinus",2,"42.3","275.69585599999999","N","P","QUPR","CD","CD",41.148,"41.9","42.3","Quercus prinus"
506,40.6649229389646,-77.9045900766087,147865.8609,586928.3352,"quercusPrinus","Quercus","prinus",2,"40.5","275.58192100000002","N","P","QUPR","CD","CD",39.624,"40.700000000000003","40.5","Quercus prinus"
507,40.6648698169096,-77.9047120485674,147859.9801,586918.0113,"quercusAlba","Quercus","alba",2,"24","273.43707999999998","N","P","QUAL","CD","CD",23.622,"24.3","24","Quercus alba"
508,40.6648976358358,-77.9047146670625,147863.0696,586917.7953,"quercusAlba","Quercus","alba",2,"41.2","273.98977200000002","N","P","QUAL","CD","CD",39.116,"41.4","41.2","Quercus alba"
509,40.6649645080516,-77.904797488417,147870.5076,586910.8052,"quercusRubra","Quercus","rubra",2,"30.8","275.61341099999999","N","P","QURU","CD","CD",28.956,"30.5","30.8","Quercus rubra"
510,40.6649577124149,-77.904726370605,147869.74245,586916.817373,"quercusVelatina","Quercus","velatina",1,"58.4","275.00659000000002","N","P","QUVE","D","D",53.34,"55.9","58.4","Quercus velatina"
511,40.6649235451929,-77.9047756336177,147865.9557,586912.6452,"quercusAlba","Quercus","alba",2,"31.7","274.93529100000001","N","P","QUAL","CD","CD",30.48,"31.1","31.7","Quercus alba"
512,40.6649996061261,-77.9046840005303,147874.3882,586920.4082,"quercusRubra","Quercus","rubra",1,"56.2","276.32019200000002","N","P","QURU","D","D",53.34,"55.5","56.2","Quercus rubra"
513,40.6651004125347,-77.9047845627965,147885.597,586911.9246,"quercusAlba","Quercus","alba",2,"26.9","278.10703599999999","N","P","QUAL","CD","CD",23.622,"24","26.9","Quercus alba"
514,40.665128499412,-77.9046747661233,147888.6996,586921.2141,"quercusPrinus","Quercus","prinus",NA,"DEAD","279.37602700000002","N","P","QUPR","CD","Dead",38.1,"39.299999999999997","DEAD","Quercus prinus"
515,40.6651459433962,-77.9046711069483,147890.6361,586921.5269,"quercusPrinus","Quercus","prinus",2,"38.9","279.95120200000002","N","P","QUPR","CD","CD",38.1,"38.9","38.9","Quercus prinus"
516,40.665130281526,-77.9046390272995,147888.8922,586924.2364,"quercusPrinus","Quercus","prinus",2,"31.8","280.354648","N","P","QUPR","CD","CD",29.464,"31.9","31.8","Quercus prinus"
517,40.6651280660164,-77.9046296935422,147888.6448,586925.0252,"quercusPrinus","Quercus","prinus",2,"30.1","280.82991399999997","N","P","QUPR","CD","CD",28.702,"30.2","30.1","Quercus prinus"
518,40.6651331008402,-77.9046324985149,147889.2043,586924.789,"quercusPrinus","Quercus","prinus",2,"28.4","280.880673","N","P","QUPR","CD","CD",26.416,"27.8","28.4","Quercus prinus"
519,40.6651714642875,-77.9046384869247,147893.4652,586924.2901,"quercusPrinus","Quercus","prinus",2,"45.1","281.63544400000001","N","P","QUPR","CD","CD",45.466,"44.7","45.1","Quercus prinus"
520,40.6651506768236,-77.9045831885392,147891.1487,586928.9619,"quercusPrinus","Quercus","prinus",2,"22.7","282.345213","N","P","QUPR","CD","CD",21.844,"22.6","22.7","Quercus prinus"
521,40.6651433353181,-77.9045732351213,147890.332,586929.8021,"quercusPrinus","Quercus","prinus",2,"25.3","282.46951899999999","N","P","QUPR","CD","CD",23.622,"24.4","25.3","Quercus prinus"
522,40.6651878687158,-77.9045964658012,147895.280585,586927.84645,"acerSaccharu","Acer","saccharum",2,"23.5","283.272829","N","P","ACSA","CD","CD",23.114,"24.4","23.5","Acer saccharum"
523,40.6652525943625,-77.9045927455893,147902.4674,586928.1736,"caryaTormento","Carya","tormentosa",1,"42.4","285.48775799999999","N","P","CATO","D","D",41.91,"43.7","42.4","Carya tormentosa"
524,40.6652601172465,-77.9046030968102,147903.3043,586927.2998,"quercusPrinus","Quercus","prinus",2,"48.9","285.78026899999998","N","P","QUPR","CD","CD",45.72,"49","48.9","Quercus prinus"
525,40.665281365679,-77.9046753530798,147905.6745,586921.1942,"quercusRubra","Quercus","rubra",2,"36.299999999999997","284.74198999999999","N","P","QURU","CD","CD",34.544,"38.1","36.299999999999997","Quercus rubra"
526,40.6652519830947,-77.904735750431,147902.4207,586916.0815,"quercusPrinus","Quercus","prinus",2,"34.700000000000003","282.14888400000001","N","P","QUPR","CD","CD",34.29,"34.5","34.700000000000003","Quercus prinus"
527,40.6652539960846,-77.9047929121501,147902.6527,586911.2485,"quercusRubra","Quercus","rubra",2,"43.1","282.83436599999999","N","P","QURU","CD","CD",40.132,"41.4","43.1","Quercus rubra"
528,40.6652409301687,-77.9048144049713,147901.205,586909.4286,"quercusPrinus","Quercus","prinus",2,"46.4","282.45570600000002","N","SW","QUPR","CD","CD",43.688,"47.7","46.4","Quercus prinus"
529,40.6652851370317,-77.9047949269144,147906.111,586911.0842,"quercusPrinus","Quercus","prinus",NA,"DEAD","284.03675800000002","N","P","QUPR","D","Dead",42.418,"43.8","DEAD","Quercus prinus"
530,40.6653148776995,-77.9047902550693,147909.412817,586911.485023,"acerSaccharu","Acer","saccharum",3,"29.8","284.983926","N","P","ACSA","I","I",28.448,"28.8","29.8","Acer saccharum"
531,40.665345215054,-77.9048139721316,147912.7851,586909.4855,"caryaTormento","Carya","tormentosa",1,"26.4","286.46692400000001","N","P","CATO","D","D",23.114,"24.5","26.4","Carya tormentosa"
532,40.6656010947309,-77.9047252902727,147941.185748002,586917.033894651,"quercusPrinus","Quercus","prinus",1,"33.6","N/A","N","P","QUPR","D","D",30.48,"32.700000000000003","33.6","Quercus prinus"
533,40.6653485483886,-77.9042546701875,147913.072488955,586956.778665736,"fraxinusAmerican","Fraxinus","americana",NA,"DEAD","N/A","N","P","FRAM","D","Dead",33.782,"36.700000000000003","DEAD","Fraxinus americana"
534,40.6653493354817,-77.9043867263105,147913.179403071,586945.612638057,"quercusPrinus","Quercus","prinus",2,"38.5","N/A","N","P","QUPR","D","CD",35.56,"37.700000000000003","38.5","Quercus prinus"
535,40.6096426282551,-77.979878277552,141741.247954245,580546.228115901,"caryaTormento","Carya","tormentosa",1,"28","N/A","N","P","CATO","D","D",24.638,"26.5","28","Carya tormentosa"
536,40.6657764686315,-77.9039080495004,147960.53914,586986.170451,"quercusVelatina","Quercus","velatina",2,"44.7","302.05074300000001","N","P","QUVE","CD","CD",40.64,"42.6","44.7","Quercus velatina"
537,40.6657596854868,-77.9038802534802,147958.671384,586988.517518,"fraxinusAmerican","Fraxinus","americana",NA,"DEAD","301.59071699999998","N","P","FRAM","D","Dead",29.718,"30.8","DEAD","Fraxinus americana"
538,40.6656992050386,-77.9039310177243,147951.9629,586984.2134,"caryaGlabra","Carya","glabra",1,"40.200000000000003","300.66591399999999","N","SW","CAGL","D","D",37.084,"38.799999999999997","40.200000000000003","Carya glabra"
539,40.6656887861224,-77.9039409817646,147950.807415,586983.368865,"acerSaccharu","Acer","saccharum",3,"31.2","300.35385200000002","N","SW","ACSA","I","I",30.734,"31.2","31.2","Acer saccharum"
540,40.6656672047785,-77.9039019955855,147948.4052,586986.6612,"quercusPrinus","Quercus","prinus",3,"27.6","299.78340400000002","N","SW","QUPR","CD","I",26.67,"28","27.6","Quercus prinus"
541,40.6656136132364,-77.9038972168475,147942.4535,586987.0549,"caryaTormento","Carya","tormentosa",1,"43.5","297.85030399999999","N","SW","CATO","D","D",39.116,"41.1","43.5","Carya tormentosa"
542,40.6655794037742,-77.9038974921685,147938.6548,586987.025,"quercusPrinus","Quercus","prinus",3,"29.3","297.13617299999999","N","SW","QUPR","CD","I",27.686,"28.8","29.3","Quercus prinus"
543,40.6655566845877,-77.9038256712234,147936.1214,586993.0935,"quercusPrinus","Quercus","prinus",2,"43.1","295.71207600000002","N","SW","QUPR","CD","CD",38.608,"41.5","43.1","Quercus prinus"
544,40.6655347518264,-77.9038520934204,147933.6898,586990.8551,"caryaTormento","Carya","tormentosa",2,"24.4","295.32308799999998","N","SW","CATO","CD","CD",23.622,"24.2","24.4","Carya tormentosa"
545,40.6654897582234,-77.9038402125073,147928.6918,586991.851,"quercusPrinus","Quercus","prinus",2,"37.4","294.304149","N","SW","QUPR","CD","CD",35.306,"36.9","37.4","Quercus prinus"
546,40.6654503383083,-77.903854167813,147924.316528,586990.663367,"acerSaccharu","Acer","saccharum",2,"29.6","292.85106300000001","N","SW","ACSA","CD","CD",28.956,"29","29.6","Acer saccharum"
547,40.6654910009814,-77.9039426892725,147928.8449,586983.1862,"caryaTormento","Carya","tormentosa",2,"32.700000000000003","294.52912300000003","N","SW","CATO","CD","CD",31.242,"33","32.700000000000003","Carya tormentosa"
548,40.665504838461,-77.9039497245817,147930.3825,586982.594,"caryaTormento","Carya","tormentosa",1,"42.1","295.31958500000002","N","SW","CATO","D","D",40.64,"42.5","42.1","Carya tormentosa"
549,40.6654144202886,-77.9039880883607,147920.3478,586979.3326,"quercusPrinus","Quercus","prinus",2,"33.1","292.41113899999999","N","SW","QUPR","D","CD",30.226,"33.9","33.1","Quercus prinus"
550,40.6654155092791,-77.9040184339722,147920.4732,586976.7669,"quercusPrinus","Quercus","prinus",1,"36.700000000000003","292.20426900000001","N","SW","QUPR","D","D",35.306,"36.299999999999997","36.700000000000003","Quercus prinus"
551,40.6654048989955,-77.9040489703905,147919.2995,586974.1828,"caryaGlabra","Carya","glabra",2,"32.5","291.86708700000003","N","SW","CAGL","CD","CD",30.734,"32","32.5","Carya glabra"
552,40.6653947329595,-77.9040826808521,147918.1756,586971.3304,"quercusRubra","Quercus","rubra",1,"41.4","291.96812999999997","N","P","QURU","D","D",38.862,"42.7","41.4","Quercus rubra"
553,40.6653939884591,-77.9041468707207,147918.1024,586965.9026,"caryaGlabra","Carya","glabra",1,"33.700000000000003","291.93335500000001","N","P","CAGL","D","D",32.512,"34.9","33.700000000000003","Carya glabra"
554,40.6654289434123,-77.9042124268074,147921.9936,586960.3662,"quercusPrinus","Quercus","prinus",2,"46.6","292.76101199999999","N","P","QUPR","D","CD",42.926,"45.9","46.6","Quercus prinus"
