"treeID","lat","lon","y","x","code8","genus","species","crown","dbh","elev","slope","swale","code2","crown_2008","crown_2016","dbh_2008","dbh_2012","dbh_2016","scientific"
1,40.6649226485444,-77.9072112979226,147866.219928,586706.692905,"caryaOvata","Carya","ovata",1,"28.1","258.95804500000003","N","P","CAOV","D","D",24.638,"26.6","28.1","Carya ovata"
2,40.6649318904423,-77.90719813674,147867.2442,586707.8076,"tsugaCanadens","Tsuga","canadensis",5,"17.2","259.27581900000001","N","P","TSCA","S","S",16.764,"17.399999999999999","17.2","Tsuga canadensis"
3,40.6649240317559,-77.9071772161962,147866.368395,586709.575022,"pinusStrobus","Pinus","strobus",3,"25.7","259.43008800000001","N","P","PIST","I","I",25.654,"26","25.7","Pinus strobus"
4,40.6649275050569,-77.9071683742094,147866.752752,586710.323359,"fraxinusAmerican","Fraxinus","americana",NA,"DEAD","259.537262","N","P","FRAM","CD","Dead",27.178,"28.2","DEAD","Fraxinus americana"
5,40.6648870455907,-77.9071525929686,147862.257615,586711.649776,"acerSaccharu","Acer","saccharum",1,"29.2","259.52681000000001","N","P","ACSA","D","D",27.178,"27.8","29.2","Acer saccharum"
8,40.6649393251668,-77.9069915226866,147868.0387,586725.2797,"quercusAlba","Quercus","alba",1,"28.2","261.68781999999999","N","P","QUAL","D","D",25.654,"28.9","28.2","Quercus alba"
9,40.6648981426896,-77.9069916273765,147863.465667767,586725.262718203,"tsugaCanadens","Tsuga","canadensis",2,"41.9","N/A","N","P","TSCA","CD","CD",40.894,"42.8","41.9","Tsuga canadensis"
10,40.6649058278843,-77.9069889074646,147864.318650118,586725.494222546,"pinusStrobus","Pinus","strobus",2,"28.6","N/A","N","P","PIST","CD","CD",27.178,"28.5","28.6","Pinus strobus"
11,40.6648118228834,-77.9070308578552,147853.886309,586721.928467,"pinusStrobus","Pinus","strobus",1,"29.7","260.23807900000003","N","P","PIST","D","D",27.686,"29.7","29.7","Pinus strobus"
12,40.6648062233874,-77.907051958643,147853.267694,586720.143142,"betulaLenta","Betula","lenta",2,"25.2","260.01232900000002","N","P","BELE","CD","CD",24.384,"25.7","25.2","Betula lenta"
13,40.6647853075485,-77.9069992595653,147850.937202,586724.595089,"tsugaCanadens","Tsuga","canadensis",3,"27.2","260.40058099999999","N","P","TSCA","I","I",27.178,"27.1","27.2","Tsuga canadensis"
14,40.6647752186174,-77.9070291024769,147849.821378,586722.069669,"liriodenTulipife","Liriodendron","tulipifera",1,"55.1","260.14665100000002","N","P","LITU","D","D",50.292,"53.1","55.1","Liriodendron tulipifera"
15,40.6647752987135,-77.9070741886903,147849.837052,586718.257328,"betulaLenta","Betula","lenta",3,"23.2","259.40637500000003","N","P","BELE","CD/I","CD/I",22.606,"22.9","23.2","Betula lenta"
16,40.6647588895963,-77.9069695928979,147847.9992,586727.0984,"tsugaCanadens","Tsuga","canadensis",2,"39.4","260.53013299999998","N","P","TSCA","CD","CD",38.354,"38.9","39.4","Tsuga canadensis"
17,40.6647498885905,-77.9069523160869,147846.9971,586728.5575,"tsugaCanadens","Tsuga","canadensis",2,"31.4","260.44977399999999","N","P","TSCA","CD","CD",30.226,"31","31.4","Tsuga canadensis"
18,40.6647353202329,-77.906952461845,147845.3794,586728.5423,"tsugaCanadens","Tsuga","canadensis",3,"27.9","260.41537499999998","N","P","TSCA","I","I",27.686,"28","27.9","Tsuga canadensis"
19,40.6647016820176,-77.9069910932556,147841.6499,586725.2691,"tsugaCanadens","Tsuga","canadensis",2,"45.8","260.06033400000001","N","P","TSCA","CD","CD",43.942,"44.9","45.8","Tsuga canadensis"
20,40.6647383980907,-77.906904702483,147845.714,586732.5813,"tiliaAmerican","Tilia","americana",1,"39.9","260.85003599999999","N","P","TIAM","D","D",35.56,"37.9","39.9","Tilia americana"
21,40.6647399526148,-77.9069098419896,147845.887392,586732.147025,"pinusStrobus","Pinus","strobus",2,"36.5","260.65164099999998","N","P","PIST","CD","CD",34.798,"36.200000000000003","36.5","Pinus strobus"
22,40.6648425025652,-77.9069358517373,147857.278809,586729.967953,"acerSaccharu","Acer","saccharum",3,"22.8","260.98102399999999","N","P","ACSA","CD-I","CD-I",21.336,"22.3","22.8","Acer saccharum"
23,40.6648033789055,-77.9069067037401,147852.93,586732.4249,"tsugaCanadens","Tsuga","canadensis",3,"27.4","260.82475199999999","N","P","TSCA","I","I",26.67,"27.6","27.4","Tsuga canadensis"
24,40.6648021047906,-77.9069221861998,147852.790843918,586731.115498153,"nyssaSylvatic","Nyssa","sylvatica",3,"30.6","N/A","N","P","NYSY","I","I",30.226,"31.3","30.6","Nyssa sylvatica"
25,40.6648674112244,-77.9069195156219,147860.0423,586731.3542,"caryaGlabra","Carya","glabra",1,"42.3","261.73531200000002","N","P","CAGL","D","D",39.37,"42.3","42.3","Carya glabra"
26,40.6648990776928,-77.9068738735459,147863.5518,586735.2198,"tsugaCanadens","Tsuga","canadensis",3,"39.799999999999997","263.277379","N","P","TSCA","I","I",38.354,"39.1","39.799999999999997","Tsuga canadensis"
27,40.6649621606275,-77.906896465783,147870.560146,586733.321916,"pinusStrobus","Pinus","strobus",1,"66","263.73522700000001","N","P","PIST","D","D",61.722,"69.400000000000006","66","Pinus strobus"
28,40.6649683282639,-77.9069242735146,147871.2492,586730.9718,"tsugaCanadens","Tsuga","canadensis",3,"49.1","263.22379000000001","N","P","TSCA","I","I",46.99,"49.4","49.1","Tsuga canadensis"
29,40.6650130253067,-77.9068249570062,147876.1976,586739.3785,"quercusRubra","Quercus","rubra",2,"30.1","264.82337000000001","N","P","QURU","CD","CD",27.432,"29.5","30.1","Quercus rubra"
30,40.6650549527647,-77.9067745123617,147880.8458,586743.6522,"quercusAlba","Quercus","alba",1,"59.5","265.87892599999998","N","P","QUAL","D","D",57.15,"59.9","59.5","Quercus alba"
31,40.6650657157808,-77.9067627642854,147882.0392,586744.6477,"tsugaCanadens","Tsuga","canadensis",3,"31.5","266.05696399999999","N","P","TSCA","I","I",29.972,"31.3","31.5","Tsuga canadensis"
32,40.6650821155775,-77.906752826956,147883.8588,586745.4912,"tsugaCanadens","Tsuga","canadensis",3,"41.5","266.11809","N","P","TSCA","I","I",39.624,"40.9","41.5","Tsuga canadensis"
33,40.6650677920658,-77.9067170672335,147882.2629,586748.5121,"tsugaCanadens","Tsuga","canadensis",2,"35.200000000000003","266.67460999999997","N","P","TSCA","CD","CD",32.512,"34.200000000000003","35.200000000000003","Tsuga canadensis"
34,40.6650256774553,-77.9066401129895,147877.5748,586755.0108,"tsugaCanadens","Tsuga","canadensis",3,"30.4","268.212132","N","P","TSCA","I","I",28.194,"29.4","30.4","Tsuga canadensis"
35,40.6650104100673,-77.9066393784404,147875.879345,586755.069904,"pinusStrobus","Pinus","strobus",2,"38.5","268.31547","N","P","PIST","CD","CD",36.322,"36.799999999999997","38.5","Pinus strobus"
36,40.6650065433863,-77.9066488790705,147875.4514,586754.2658,"tsugaCanadens","Tsuga","canadensis",3,"34","268.07457599999998","N","P","TSCA","I","I",32.512,"33.299999999999997","34","Tsuga canadensis"
37,40.6649843476631,-77.9066168181055,147872.9819,586756.9724,"quercusAlba","Quercus","alba",2,"27","268.52767699999998","N","P","QUAL","CD","CD",25.654,"27.1","27","Quercus alba"
38,40.664970601854,-77.9065946991623,147871.4522,586758.84,"quercusRubra","Quercus","rubra",2,"34","268.69074599999999","N","P","QURU","CD","CD",31.75,"33.299999999999997","34","Quercus rubra"
39,40.6650050330413,-77.9067176293748,147875.294,586748.4522,"tsugaCanadens","Tsuga","canadensis",5,"28.8","266.798565","N","P","TSCA","S","S",26.162,"28.6","28.8","Tsuga canadensis"
40,40.6649971056861,-77.9067075099932,147874.4122,586749.3063,"quercusRubra","Quercus","rubra",2,"43.7","267.09990399999998","N","P","QURU","CD","CD",38.862,"42.8","43.7","Quercus rubra"
41,40.6649724603154,-77.9067841962466,147871.687,586742.8171,"tsugaCanadens","Tsuga","canadensis",NA,"DEAD","265.59595999999999",NA,NA,"TSCA","I","Dead",42.926,"DEAD","DEAD","Tsuga canadensis"
42,40.6649489251706,-77.9067835486256,147869.073477,586742.867221,"pinusStrobus","Pinus","strobus",2,"45.3","265.485612","N","P","PIST","CD","CD",42.9,"47.5","45.3","Pinus strobus"
43,40.6649288214588,-77.9067651773725,147866.838332,586744.416673,"pinusStrobus","Pinus","strobus",2,"43.3","265.65168799999998","N","P","PIST","CD","CD",40.894,"44.8","43.3","Pinus strobus"
44,40.6649168559797,-77.9068060389091,147865.515777,586740.959191,"pinusStrobus","Pinus","strobus",2,"34","264.679282","N","P","PIST","CD","CD",32,"34.1","34","Pinus strobus"
45,40.6648771883701,-77.9068050711556,147861.1108,586741.0332,"quercusRubra","Quercus","rubra",1,"57.2","263.98363000000001","N","P","QURU","D","D",52.07,"56","57.2","Quercus rubra"
46,40.6647187072694,-77.9068604145958,147843.520809,586736.322271,"tsugaCanadens","Tsuga","canadensis",2,"37.4","260.59711199999998","N","P","TSCA","CD","CD",36.068,"37.299999999999997","37.4","Tsuga canadensis"
47,40.6647115949554,-77.906840009244,147842.727968,586738.046286,"tsugaCanadens","Tsuga","canadensis",3,"35.700000000000003","260.64670699999999","N","P","TSCA","I","I",33.02,"34.5","35.700000000000003","Tsuga canadensis"
48,40.6647434830356,-77.9068078224038,147846.2641,586740.7742,"tsugaCanadens","Tsuga","canadensis",3,"33.299999999999997","260.978746","N","P","TSCA","I","I",33.528,"32.799999999999997","33.299999999999997","Tsuga canadensis"
49,40.6647671958008,-77.9068401800893,147848.902108,586738.042805,"pinusStrobus","Pinus","strobus",NA,"DEAD","261.05572000000001","N","P","PIST","I","Dead",26.67,"27.1","DEAD","Pinus strobus"
50,40.6647875596228,-77.9068492376217,147851.164739,586737.280943,"pinusStrobus","Pinus","strobus",2,"49.5","261.32374499999997","N","P","PIST","CD","CD",45.974,"47.8","49.5","Pinus strobus"
51,40.6648010271828,-77.9068350909426,147852.6581,586738.4798,"tsugaCanadens","Tsuga","canadensis",3,"37.4","261.660327","N","P","TSCA","I","I",37.338,"37.299999999999997","37.4","Tsuga canadensis"
52,40.6649784948471,-77.9071186028505,147872.40735,586714.541942,"tsugaCanadens","Tsuga","canadensis",3,"29.5","260.40196600000002","N","P","TSCA","I","I",27.686,"29.2","29.5","Tsuga canadensis"
53,40.6649835569113,-77.9070902597662,147872.965196,586716.939542,"tsugaCanadens","Tsuga","canadensis",2,"43","260.90470900000003","N","P","TSCA","CD","CD",40.386,"42.6","43","Tsuga canadensis"
54,40.6650135471801,-77.9070750700004,147876.293137,586718.229863,"quercusAlba","Quercus","alba",2,"29.8","260.741669","N","P","QUAL","CD","CD",26.924,"30.1","29.8","Quercus alba"
55,40.6650113236944,-77.9070771625933,147876.046548,586718.052481,"quercusAlba","Quercus","alba",2,"28.7","260.74659300000002","N","P","QUAL","CD","CD",26.67,"28","28.7","Quercus alba"
56,40.6650323589567,-77.9070348360977,147878.37601299,586721.635625245,"tsugaCanadens","Tsuga","canadensis",3,"27.5","N/A","N","P","TSCA","I","I",26.67,"27.8","27.5","Tsuga canadensis"
57,40.664959959135,-77.9069193135191,147870.319117065,586731.389550013,"tsugaCanadens","Tsuga","canadensis",3,"30.3","N/A","N","P","TSCA","I","I",27.178,"29.6","30.3","Tsuga canadensis"
58,40.6649705750308,-77.9070106697931,147871.511673806,586723.666850842,"quercusAlba","Quercus","alba",2,"31.6","N/A","N","P","QUAL","CD","CD",29.464,"31.5","31.6","Quercus alba"
59,40.6650054906048,-77.9069832437647,147875.3847,586725.9928,"quercusAlba","Quercus","alba",2,"30","262.86706900000001","N","P","QUAL","CD","CD",27.686,"29.9","30","Quercus alba"
60,40.6650290220887,-77.906990433553,147877.9988,586725.3895,"quercusAlba","Quercus","alba",2,"29.5","263.07013599999999","N","P","QUAL","CD","CD",28.448,"29.4","29.5","Quercus alba"
61,40.6650180168909,-77.906939573354,147876.7691,586729.6879,"quercusAlba","Quercus","alba",2,"33.299999999999997","263.426355","N","P","QUAL","CD","CD",29.718,"32.200000000000003","33.299999999999997","Quercus alba"
62,40.6650319417936,-77.9069071578093,147878.3105,586732.4316,"quercusAlba","Quercus","alba",2,"37","263.951346","N","P","QUAL","CD","CD",34.29,"36.4","37","Quercus alba"
63,40.6649268303016,-77.9066803655639,147866.6045,586751.5877,"quercusAlba","Quercus","alba",2,"50.1","266.82856800000002","N","P","QUAL","CD","CD",47.498,"52.4","50.1","Quercus alba"
64,40.6648895772414,-77.9066768768328,147862.467265,586751.875357,"quercusVelatina","Quercus","velatina",1,"56","266.26707099999999","N","P","QUVE","D","D",55.372,"54.3","56","Quercus velatina"
65,40.6648402993835,-77.9067490700134,147857.00611,586745.761213,"quercusVelatina","Quercus","velatina",2,"61.3","264.56862000000001","N","P","QUVE","CD","CD",57.658,"61.9","61.3","Quercus velatina"
66,40.6648089506836,-77.906674164733,147853.5138,586752.0888,"quercusAlba","Quercus","alba",1,"51.6","264.742188","N","P","QUAL","D","D",47.498,"52.6","51.6","Quercus alba"
67,40.6647772360728,-77.9067181711471,147849.9987,586748.3615,"tsugaCanadens","Tsuga","canadensis",3,"28","262.96730500000001","N","P","TSCA","I","I",26.162,"27.6","28","Tsuga canadensis"
68,40.6647610434805,-77.9067073927343,147848.199,586749.2697,"quercusRubra","Quercus","rubra",2,"37.299999999999997","262.92801100000003","N","P","QURU","CD","CD",34.036,"36.200000000000003","37.299999999999997","Quercus rubra"
69,40.6647595264963,-77.9067649532382,147848.039187,586744.402254,"pinusStrobus","Pinus","strobus",1,"55.5","261.841587","N","P","PIST","D","D",51.054,"52.9","55.5","Pinus strobus"
70,40.6646725081324,-77.9067841762455,147838.379246,586742.759658,"liriodenTulipife","Liriodendron","tulipifera",2,"32.6","260.295185","N","P","LITU","CD","CD",29.718,"31.5","32.6","Liriodendron tulipifera"
71,40.6646654674147,-77.9067317569474,147837.589552,586747.190698,"liriodenTulipife","Liriodendron","tulipifera",2,"39.700000000000003","260.72172699999999","N","P","LITU","CD","CD",36.322,"38.799999999999997","39.700000000000003","Liriodendron tulipifera"
72,40.6646411242355,-77.9068223595168,147834.9,586739.5248,"tsugaCanadens","Tsuga","canadensis",3,"30.4","260.20935400000002","N","P","TSCA","I","I",30.226,"30.5","30.4","Tsuga canadensis"
73,40.6646909740121,-77.9066585624464,147840.410913,586753.384843,"tsugaCanadens","Tsuga","canadensis",3,"26","261.58224899999999","N","P","TSCA","I","I",25.4,"26.2","26","Tsuga canadensis"
74,40.6646381010985,-77.9066116556372,147834.532683,586757.340737,"pinusStrobus","Pinus","strobus",2,"33.4","261.03862299999997","N","P","PIST","CD","CD",33.02,"34","33.4","Pinus strobus"
75,40.6646331410257,-77.906586085819,147833.978065,586759.501873,"tsugaCanadens","Tsuga","canadensis",3,"37.700000000000003","261.184822","N","P","TSCA","I","I",35.814,"37.299999999999997","37.700000000000003","Tsuga canadensis"
76,40.6646652753706,-77.906561858214,147837.542744,586761.556818,"tsugaCanadens","Tsuga","canadensis",3,"29.1","262.119146","N","P","TSCA","I","I",28.448,"29.6","29.1","Tsuga canadensis"
77,40.6645908810364,-77.906516380489,147829.274918,586765.387645,"acerRubrum","Acer","rubrum",2,"33","261.208798","N","P","ACRU","CD","CD",31.75,"32.700000000000003","33","Acer rubrum"
78,40.6646106366739,-77.9065124720011,147831.468068,586765.722024,"tsugaCanadens","Tsuga","canadensis",5,"35","261.46926500000001","N","P","TSCA","S","S",34.798,"34.5","35","Tsuga canadensis"
79,40.664650860806,-77.9064988741302,147835.93266,586766.879738,"quercusAlba","Quercus","alba",2,"38.4","262.150307","N","P","QUAL","CD","CD",35.306,"37.6","38.4","Quercus alba"
80,40.6646613769498,-77.906449690982,147837.093041,586771.040596,"quercusAlba","Quercus","alba",1,"49.1","263.08073200000001","N","P","QUAL","D","D",45.72,"48.9","49.1","Quercus alba"
81,40.6646931697894,-77.9065252591116,147840.634753,586764.657025,"quercusAlba","Quercus","alba",2,"32.799999999999997","263.051354","N","P","QUAL","CD","CD",31.242,"33.200000000000003","32.799999999999997","Quercus alba"
82,40.6647055771428,-77.9065321758668,147842.013546,586764.074606,"tsugaCanadens","Tsuga","canadensis",3,"39.299999999999997","263.32656700000001","N","P","TSCA","I","I",38.862,"40.200000000000003","39.299999999999997","Tsuga canadensis"
83,40.6647031328924,-77.9065789948846,147841.749146,586760.115243,"tsugaCanadens","Tsuga","canadensis",3,"37.799999999999997","262.90190200000001","N","P","TSCA","I","I",36.322,"37.061","37.799999999999997","Tsuga canadensis"
84,40.6647432760518,-77.9065949671783,147846.209179,586758.772576,"tsugaCanadens","Tsuga","canadensis",5,"27.8","263.62441799999999","N","P","TSCA","S","S",26.924,"27.7","27.8","Tsuga canadensis"
85,40.6647571360651,-77.9065184044109,147847.736767,586765.249228,"quercusAlba","Quercus","alba",2,"29.4","265.24090000000001","N","P","QUAL","CD","CD",27.94,"29.8","29.4","Quercus alba"
86,40.6647270240447,-77.9064548887263,147844.383505,586770.614004,"quercusAlba","Quercus","alba",2,"32.200000000000003","264.93252200000001","N","P","QUAL","CD","CD",30.734,"29.6","32.200000000000003","Quercus alba"
87,40.6647964419176,-77.906421615029,147852.086927,586773.441185,"quercusRubra","Quercus","rubra",1,"46","267.30590999999998","N","P","QURU","D","D",42.164,"45.6","46","Quercus rubra"
88,40.664794284143,-77.9065162631225,147851.8615,586765.4376,"quercusPrinus","Quercus","prinus",1,"38.6","266.47240299999999","N","P","QUPR","D","D",35.56,"38","38.6","Quercus prinus"
89,40.6648132245316,-77.9064631281165,147853.956746129,586769.934263986,"quercusPrinus","Quercus","prinus",2,"39.200000000000003","N/A","N","P","QUPR","CD","CD",36.576,"38.5","39.200000000000003","Quercus prinus"
90,40.6648470959143,-77.9064781845697,147857.7202,586768.6678,"quercusVelatina","Quercus","velatina",2,"40.200000000000003","267.847172","N","P","QUVE","CD","CD",35.56,"39.1","40.200000000000003","Quercus velatina"
91,40.6648531654932,-77.9065042958992,147858.3981,586766.4611,"caryaTormento","Carya","tormentosa",2,"42","267.56173200000001","N","P","CATO","CD","CD",39.37,"42.4","42","Carya tormentosa"
92,40.6648811655946,-77.9065791169778,147861.518545,586760.139971,"pinusStrobus","Pinus","strobus",1,"51.5","267.57262800000001","N","P","PIST","D","D",46.99,"51","51.5","Pinus strobus"
93,40.6649216578146,-77.9065514710037,147866.0108,586762.4856,"tsugaCanadens","Tsuga","canadensis",2,"57.2","268.672866","N","P","TSCA","CD","CD",55.372,"58.3","57.2","Tsuga canadensis"
94,40.6648507644856,-77.9066171432501,147858.1484,586756.9186,"quercusAlba","Quercus","alba",2,"23.7","266.26550600000002","N","P","QUAL","CD","CD",22.352,"23.8","23.7","Quercus alba"
95,40.6647783199658,-77.906622448939,147850.1047,586756.4557,"tsugaCanadens","Tsuga","canadensis",5,"30","264.33095100000003","N","P","TSCA","S","S",29.464,"30.8","30","Tsuga canadensis"
96,40.664757250318,-77.9066132408683,147847.763671,586757.230158,"acerSaccharu","Acer","saccharum",2,"26.3","263.88856199999998","N","P","ACSA","CD","CD",25.4,"26.4","26.3","Acer saccharum"
97,40.6647596736817,-77.9066294457269,147848.0352,586755.8604,"quercusAlba","Quercus","alba",2,"24.3","263.63630999999998","N","P","QUAL","CD","CD",23.114,"24.8","24.3","Quercus alba"
98,40.6647504883292,-77.9066746080157,147847.022,586752.0398,"quercusAlba","Quercus","alba",2,"26.4","262.81985300000002","N","P","QUAL","CD","CD",25.4,"26.7","26.4","Quercus alba"
99,40.6647339812035,-77.9066653391071,147845.1876,586752.8203,"quercusAlba","Quercus","alba",2,"25.7","262.71102999999999","N","P","QUAL","CD","CD",25.654,"27.3","25.7","Quercus alba"
100,40.6649414953051,-77.9065294264104,147868.210321,586764.353526,"quercusVelatina","Quercus","velatina",2,"33.5","269.04358999999999","N","P","QUVE","CD","CD",31.242,"33.299999999999997","33.5","Quercus velatina"
101,40.6649811232587,-77.9064785731193,147872.603128861,586768.661316375,"quercusRubra","Quercus","rubra",1,"67.8","N/A","N","P","QURU","D","D",64.516,"69.099999999999994","67.8","Quercus rubra"
102,40.6650333713896,-77.9064108374794,147878.3948,586774.3991,"quercusRubra","Quercus","rubra",2,"45.7","271.77975400000003","N","P","QURU","CD","CD",42.418,"44.3","45.7","Quercus rubra"
103,40.6650001100111,-77.90638253174,147874.6971,586776.786,"quercusAlba","Quercus","alba",2,"39","271.80874999999997","N","P","QUAL","CD","CD",37.084,"38.299999999999997","39","Quercus alba"
104,40.6650569409809,-77.9063650851613,147881.0052,586778.2724,"quercusRubra","Quercus","rubra",2,"36.200000000000003","272.66498899999999","N","P","QURU","CD","CD",35.052,"36.4","36.200000000000003","Quercus rubra"
105,40.6650783046306,-77.9063786610925,147883.379528,586777.128665,"pinusStrobus","Pinus","strobus",1,"48.5","272.608138","N","P","PIST","D","D",46.482,"48.5","48.5","Pinus strobus"
106,40.6650908140777,-77.9062615978489,147884.7511,586787.0296,"quercusRubra","Quercus","rubra",1,"55","274.12525900000003","N","P","QURU","D","D",50.292,"54.1","55","Quercus rubra"
107,40.6651005191555,-77.9061861593551,147885.817502,586793.410332,"caryaOvata","Carya","ovata",2,"26.3","275.058111","N","P","CAOV","CD","CD",25.4,"26.4","26.3","Carya ovata"
108,40.6651185364598,-77.9062034953198,147887.8208,586791.948,"quercusRubra","Quercus","rubra",1,"38.299999999999997","275.265469","N","P","QURU","CD","D",34.798,"37","38.299999999999997","Quercus rubra"
109,40.665016731982,-77.906221078831,147876.5187,586790.4412,"tsugaCanadens","Tsuga","canadensis",2,"46.5","273.57941899999997","N","P","TSCA","I","CD",44.958,"47.1","46.5","Tsuga canadensis"
110,40.6650139320765,-77.9062746292618,147876.2158,586785.9126,"quercusRubra","Quercus","rubra",1,"47.4","273.13536499999998","N","P","QURU","D","D",44.196,"47","47.4","Quercus rubra"
111,40.6649694588757,-77.9062509807902,147871.2738,586787.9035,"quercusRubra","Quercus","rubra",2,"41","272.38934","N","P","QURU","CD","CD",37.338,"39.799999999999997","41","Quercus rubra"
112,40.6649861911327,-77.9061874079728,147873.1223,586793.2823,"quercusAlba","Quercus","alba",NA,"DEAD","273.44715300000001",NA,NA,"QUAL","CD","Dead",36.322,"DEAD","DEAD","Quercus alba"
113,40.6649484922074,-77.9061969175096,147868.9375,586792.4708,"quercusAlba","Quercus","alba",2,"38.9","272.59913899999998","N","P","QUAL","CD","CD",35.56,"37.230000000000004","38.9","Quercus alba"
114,40.6648813395252,-77.9062040820449,147861.4817,586791.8518,"caryaGlabra","Carya","glabra",2,"33.1","270.89640600000001","N","P","CAGL","CD","CD",30.734,"32.799999999999997","33.1","Carya glabra"
115,40.6651420001691,-77.9061227959431,147890.414227,586798.776272,"quercusVelatina","Quercus","velatina",1,"45.7","276.12375300000002","N","P","QUVE","D","D",44.45,"46.4","45.7","Quercus velatina"
116,40.6650961357236,-77.9061229540421,147885.3213,586798.7539,"quercusAlba","Quercus","alba",3,"26.8","275.57292200000001","N","P","QUAL","I","I",25.4,"26.5","26.8","Quercus alba"
117,40.665061954063,-77.9061447121069,147881.5289,586796.9074,"quercusAlba","Quercus","alba",2,"37.9","274.99932899999999","N","P","QUAL","CD","CD",35.56,"36.9","37.9","Quercus alba"
118,40.6650532005041,-77.9060813319245,147880.5474,586802.2649,"quercusAlba","Quercus","alba",1,"47.9","275.55688600000002","N","P","QUAL","D","D",44.45,"46.1","47.9","Quercus alba"
119,40.6650757004022,-77.9060681598794,147883.0439,586803.3831,"quercusAlba","Quercus","alba",2,"24.7","275.98738200000003","N","P","QUAL","CD","CD",23.622,"24.2","24.7","Quercus alba"
120,40.6650109856825,-77.9060925955436,147875.8614,586801.3042,"quercusAlba","Quercus","alba",2,"24.5","274.41301399999998","N","P","QUAL","CD","CD",22.352,"23.7","24.5","Quercus alba"
121,40.6649426226645,-77.9061438448027,147868.277789166,586796.957307184,"quercusPrinus","Quercus","prinus",3,"27","N/A","N","P","QUPR","I","I",25.4,"26.7","27","Quercus prinus"
122,40.6649622347372,-77.9061386064044,147870.4548,586797.4041,"quercusAlba","Quercus","alba",2,"33.299999999999997","273.373986","N","P","QUAL","CD","CD",31.242,"32.4","33.299999999999997","Quercus alba"
123,40.664943500147,-77.9061041895735,147868.3693,586800.3106,"quercusAlba","Quercus","alba",2,"29.4","273.10388799999998","N","P","QUAL","CD","CD",27.94,"29.3","29.4","Quercus alba"
124,40.6649935525725,-77.9060285791232,147873.916,586806.7138,"quercusAlba","Quercus","alba",2,"27.4","274.66054200000002","N","P","QUAL","CD","CD",24.892,"25.7","27.4","Quercus alba"
125,40.6649955613005,-77.9060128062175,147874.1367,586808.0479,"caryaTormento","Carya","tormentosa",2,"21.8","274.88148000000001","N","P","CATO","CD","CD",19.812,"21.3","21.8","Carya tormentosa"
126,40.6649528439166,-77.9060401809465,147869.3973,586805.7248,"quercusAlba","Quercus","alba",2,"29.5","273.87401","N","P","QUAL","CD","CD",27.178,"29.7","29.5","Quercus alba"
127,40.6649371927271,-77.9060580071702,147867.662,586804.2144,"quercusAlba","Quercus","alba",2,"DEAD","273.22698300000002","N","P","QUAL","CD","CD",22.098,"23","DEAD","Quercus alba"
128,40.6649175440288,-77.9060129007713,147865.4734,586808.0246,"quercusAlba","Quercus","alba",2,"23.8","273.17296299999998","N","P","QUAL","CD","CD",23.368,"23.7","23.8","Quercus alba"
129,40.6649538061117,-77.9059896692163,147869.4966,586809.9961,"quercusAlba","Quercus","alba",2,"30.8","274.11654399999998","N","P","QUAL","CD","CD",28.448,"30.5","30.8","Quercus alba"
130,40.6648945921171,-77.9060688654277,147862.9331,586803.2879,"quercusAlba","Quercus","alba",2,"26.4","272.30433900000003","N","P","QUAL","CD","CD",24.638,"26","26.4","Quercus alba"
131,40.6648570784328,-77.9060966495245,147858.7716,586800.9312,"quercusAlba","Quercus","alba",2,"37.299999999999997","271.48348800000002","N","P","QUAL","CD","CD",33.782,"36","37.299999999999997","Quercus alba"
132,40.6648751224215,-77.9061570661266,147860.7843,586795.8261,"quercusAlba","Quercus","alba",2,"30.5","271.262854","N","P","QUAL","CD","CD",28.448,"30","30.5","Quercus alba"
133,40.6649048119656,-77.9064034497407,147864.118,586774.9985,"quercusAlba","Quercus","alba",1,"38.4","270.05608999999998","N","P","QUAL","D","D",33.02,"38.299999999999997","38.4","Quercus alba"
134,40.6649142782199,-77.9063275311488,147865.1578,586781.4198,"quercusAlba","Quercus","alba",2,"30.8","270.89141499999999","N","P","QUAL","CD","CD",29.718,"30.7","30.8","Quercus alba"
135,40.6649022259103,-77.9062976723247,147863.815,586783.9422,"quercusAlba","Quercus","alba",2,"29","270.82083799999998","N","P","QUAL","DC","CD",27.94,"28.8","29","Quercus alba"
136,40.66486212216,-77.9062553176477,147859.3554,586787.5157,"caryaTormento","Carya","tormentosa",2,"23.5","270.27417600000001","N","P","CATO","CD","CD",22.098,"24","23.5","Carya tormentosa"
137,40.6648549161053,-77.9062400094094,147858.552924,586788.808702,"acerSaccharu","Acer","saccharum",3,"26.4","270.20286599999997","N","P","ACSA","I","I",26.162,"26.9","26.4","Acer saccharum"
138,40.6648177910037,-77.9062859832374,147854.4373,586784.914,"quercusAlba","Quercus","alba",1,"38","269.21053999999998","N","P","QUAL","D","D",34.29,"36.299999999999997","38","Quercus alba"
139,40.6648047849255,-77.9062575189383,147852.9888,586787.3183,"quercusAlba","Quercus","alba",2,"33.6","269.17935299999999","N","P","QUAL","CD","CD",31.242,"34.1","33.6","Quercus alba"
140,40.6648184503486,-77.9062210415864,147854.5008,586790.4054,"quercusAlba","Quercus","alba",2,"29","269.57370200000003","N","P","QUAL","CD","CD",26.67,"28.7","29","Quercus alba"
