"","treeID","gridID","x","y","dbh","code2","cd2_gss","l/d","nt_2021","notes","scintfc","genus","species","code8","geometry"
"864",922,308,584074.2735,148514.0291,52.07,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584074.2735, 148514.0291)
"865",923,308,584077.0191,148507.8254,17.018,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584077.0191, 148507.8254)
"866",924,308,584074.7583,148507.2701,17.272,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584074.7583, 148507.2701)
"867",925,308,584079.92,148502.352,29.464,"ACRU",NA,"L",NA,"BORDERLINE","Acer rubrum","Acer","rubrum","acerRubrum",c(584079.92, 148502.352)
"868",926,308,584068.451,148504.4237,42.418,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584068.451, 148504.4237)
"869",927,308,584068.6915,148499.6449,20.574,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584068.6915, 148499.6449)
"870",928,308,584064.1239,148505.2343,28.448,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584064.1239, 148505.2343)
"871",929,308,584063.0961,148502.6476,13.97,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584063.0961, 148502.6476)
"872",930,308,584062.2922,148504.3842,12.446,"COFL",NA,"L",NA,"FORKED","Cornus florida","Cornus","florida","cornusFlorida",c(584062.2922, 148504.3842)
"873",931,308,584059.3473,148502.4816,54.102,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584059.3473, 148502.4816)
"874",932,308,584055.3349,148505.006,24.638,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584055.3349, 148505.006)
"875",933,308,584056.8138,148514.812,14.478,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584056.8138, 148514.812)
"876",934,308,584060.4253,148513.8124,58.42,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584060.4253, 148513.8124)
"877",935,308,584061.1716,148519.1343,32.004,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584061.1716, 148519.1343)
"878",936,308,584063.35,148519.0095,28.448,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584063.35, 148519.0095)
"879",937,309,583999.0177,148486.974,64.77,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583999.0177, 148486.974)
"880",938,309,583998.7076,148485.4671,23.368,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583998.7076, 148485.4671)
"881",939,309,583998.6076,148481.1114,28.702,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583998.6076, 148481.1114)
"882",940,309,584002.515,148484.6646,30.48,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584002.515, 148484.6646)
"883",941,309,584000.8943,148471.8881,21.336,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584000.8943, 148471.8881)
"884",942,309,584003.0986,148465.3405,52.324,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584003.0986, 148465.3405)
"885",943,309,583999.2901,148467.1332,52.832,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583999.2901, 148467.1332)
"886",944,309,583993.3523,148465.4483,13.97,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583993.3523, 148465.4483)
"887",945,309,583993.8224,148470.7597,20.32,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583993.8224, 148470.7597)
"888",946,309,583986.7389,148462.3664,15.494,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583986.7389, 148462.3664)
"889",947,309,583985.7763,148463.24,57.912,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583985.7763, 148463.24)
"890",948,309,583984.9705,148474.4963,21.082,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583984.9705, 148474.4963)
"891",949,309,583981.8263,148475.751,27.178,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583981.8263, 148475.751)
"892",950,309,583989.0146,148475.6597,23.876,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583989.0146, 148475.6597)
"893",951,309,583982.8884,148476.7339,10.668,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583982.8884, 148476.7339)
"894",952,309,583981.9113,148479.0418,19.05,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583981.9113, 148479.0418)
"895",953,309,583980.575,148483.4123,13.208,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583980.575, 148483.4123)
"896",954,309,583989.0619,148482.5089,19.558,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583989.0619, 148482.5089)
"897",955,309,583991.3111,148486.3837,51.308,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583991.3111, 148486.3837)
"898",956,310,584019.8702,148486.5626,30.734,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584019.8702, 148486.5626)
"899",957,310,584019.9957,148486.224,21.082,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(584019.9957, 148486.224)
"900",958,310,584020.2387,148488.3489,14.224,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584020.2387, 148488.3489)
"901",959,310,584021.7574,148495.1878,33.528,"QUCO",NA,"L","Changed from QURU to QUCO per field revisit 1/23/21",NA,"Quercus coccinea","Quercus","coccinea","quercusCoccinea",c(584021.7574, 148495.1878)
"902",960,310,584025.8384,148488.4707,35.306,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584025.8384, 148488.4707)
"903",961,310,584027.7843,148491.0979,12.446,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584027.7843, 148491.0979)
"904",962,310,584026.4649,148483.591,50.038,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584026.4649, 148483.591)
"905",963,310,584030.5118,148485.4354,15.494,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584030.5118, 148485.4354)
"906",964,310,584031.4641,148479.933,33.02,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584031.4641, 148479.933)
"907",965,310,584028.5362,148472.3041,19.812,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584028.5362, 148472.3041)
"908",966,310,584029.992,148468.441,63.754,"QUCO",NA,"L","Changed from QURU to QUCO per field revisit 1/23/21",NA,"Quercus coccinea","Quercus","coccinea","quercusCoccinea",c(584029.992, 148468.441)
"909",967,310,584021.6848,148469.5173,51.308,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584021.6848, 148469.5173)
"910",969,310,584017.1687,148467.5926,37.592,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584017.1687, 148467.5926)
"911",971,310,584012.924,148472.781,32.004,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584012.924, 148472.781)
"912",972,310,584014.8645,148475.0313,58.42,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584014.8645, 148475.0313)
"913",973,310,584007.0941,148474.5934,46.228,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584007.0941, 148474.5934)
"914",974,310,584010.305,148487.8045,62.738,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584010.305, 148487.8045)
"915",975,310,584016.6665,148489.3942,67.31,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584016.6665, 148489.3942)
"916",976,311,583999.6571,148455.8753,10.414,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583999.6571, 148455.8753)
"917",977,311,584003.7461,148456.3049,72.898,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584003.7461, 148456.3049)
"918",978,311,584009.3141,148457.0731,28.956,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584009.3141, 148457.0731)
"919",979,311,583998.8561,148450.5131,10.16,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583998.8561, 148450.5131)
"920",980,311,583999.7981,148451.0139,17.272,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583999.7981, 148451.0139)
"921",981,311,584004.3653,148451.0795,14.986,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584004.3653, 148451.0795)
"922",982,311,584009.68,148450.5636,24.892,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584009.68, 148450.5636)
"923",984,311,584004.843,148446.7581,17.78,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584004.843, 148446.7581)
"924",985,311,584010.1871,148443.3999,26.162,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584010.1871, 148443.3999)
"925",986,311,583998.9736,148448.9274,16.51,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583998.9736, 148448.9274)
"926",987,311,584001.2376,148440.4777,19.812,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584001.2376, 148440.4777)
"927",988,311,583996.761,148440.0142,86.868,"QURU",NA,"L",NA,"DOUBLE STEM ABOVE DBH","Quercus rubra","Quercus","rubra","quercusRubra",c(583996.761, 148440.0142)
"928",989,311,584005.764,148443.193,18.034,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584005.764, 148443.193)
"929",990,311,583989,148444.25,73.66,"QURU",NA,"L","Location entered incorrectly, coordinates updated coordinates 1/23/21",NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583989, 148444.25)
"930",991,311,583995.7572,148449.9218,28.448,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583995.7572, 148449.9218)
"931",992,311,583993.4692,148449.5594,11.43,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583993.4692, 148449.5594)
"932",993,311,583986.1658,148454.6469,57.404,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583986.1658, 148454.6469)
"933",994,311,583987.2159,148458.0399,20.574,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583987.2159, 148458.0399)
"934",995,311,583995.707,148453.8023,26.924,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583995.707, 148453.8023)
"935",997,312,584024.284,148457.4947,57.912,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584024.284, 148457.4947)
"936",998,312,584030.6097,148461.7477,23.114,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584030.6097, 148461.7477)
"937",999,312,584033.7849,148461.0382,26.67,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584033.7849, 148461.0382)
"938",1000,312,584030.4406,148457.1467,54.356,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584030.4406, 148457.1467)
"939",1001,312,584032.6548,148454.7983,11.684,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584032.6548, 148454.7983)
"940",1002,312,584033.0271,148451.1974,10.414,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584033.0271, 148451.1974)
"941",1003,312,584026.9363,148452.8992,33.528,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584026.9363, 148452.8992)
"942",1004,312,584033.9621,148448.4781,10.16,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584033.9621, 148448.4781)
"943",1005,312,584026.7189,148447.5758,40.386,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584026.7189, 148447.5758)
"944",1006,312,584027.3126,148442.3719,66.04,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584027.3126, 148442.3719)
"945",1007,312,584022.6815,148443.5818,21.844,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584022.6815, 148443.5818)
"946",1008,312,584019.0428,148440.8065,15.494,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584019.0428, 148440.8065)
"947",1009,312,584014.1835,148448.0768,60.96,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584014.1835, 148448.0768)
"948",1010,312,584012.4434,148451.7781,26.67,"TSCA",NA,"L",NA,NA,"Tsuga canadensis","Tsuga","canadensis","tsugaCanadens",c(584012.4434, 148451.7781)
"949",1011,312,584017.4482,148462.5511,38.608,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584017.4482, 148462.5511)
"950",1012,313,584046.2864,148492.131,23.876,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584046.2864, 148492.131)
"951",1013,313,584046.7726,148489.8611,13.716,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584046.7726, 148489.8611)
"952",1014,313,584048.0634,148492.3035,13.208,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584048.0634, 148492.3035)
"953",1015,313,584051.8757,148483.2368,26.924,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584051.8757, 148483.2368)
"954",1016,313,584054.2508,148477.924,15.748,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584054.2508, 148477.924)
"955",1017,313,584049.3116,148478.4191,11.176,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584049.3116, 148478.4191)
"956",1018,313,584056.1048,148472.1223,18.034,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584056.1048, 148472.1223)
"957",1019,313,584040.5389,148469.3168,35.814,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584040.5389, 148469.3168)
"958",1020,313,584041.0077,148474.0222,39.878,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584041.0077, 148474.0222)
"959",1021,313,584037.5,148478.25,48.26,"QURU",NA,"L","Location entered incorrectly, coordinates updated coordinates 1/23/21",NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584037.5, 148478.25)
"960",1022,313,584036.2288,148479.5917,11.176,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584036.2288, 148479.5917)
"961",1023,313,584034.2433,148487.9098,35.814,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584034.2433, 148487.9098)
"962",1024,314,584073.2569,148497.2205,19.812,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584073.2569, 148497.2205)
"963",1025,314,584075.2568,148499.38,45.72,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584075.2568, 148499.38)
"964",1026,314,584075.9142,148489.104,21.082,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584075.9142, 148489.104)
"965",1028,314,584083.6931,148486.1218,28.702,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584083.6931, 148486.1218)
"966",1029,314,584070.0679,148486.4833,26.416,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584070.0679, 148486.4833)
"967",1030,314,584082.1684,148484.7596,16.256,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584082.1684, 148484.7596)
"968",1031,314,584083.5473,148480.6714,24.384,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584083.5473, 148480.6714)
"969",1032,314,584075.8848,148482.6975,36.068,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(584075.8848, 148482.6975)
"970",1033,314,584083.5523,148477.4041,18.034,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584083.5523, 148477.4041)
"971",1034,314,584073.6102,148477.1377,74.422,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584073.6102, 148477.1377)
"972",1035,314,584066.7512,148477.9116,24.638,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584066.7512, 148477.9116)
"973",1036,314,584061.1473,148474.9097,14.224,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584061.1473, 148474.9097)
"974",1037,314,584058.9194,148478.9492,32.766,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584058.9194, 148478.9492)
"975",1038,314,584062.7127,148483.6901,41.656,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584062.7127, 148483.6901)
"976",1039,314,584057.3858,148481.3359,18.796,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584057.3858, 148481.3359)
"977",1040,314,584057.6007,148484.6741,43.688,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584057.6007, 148484.6741)
"978",1041,314,584066.6843,148486.3503,16.002,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584066.6843, 148486.3503)
"979",1042,314,584055.8802,148491.8496,14.478,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584055.8802, 148491.8496)
"980",1043,314,584057.0443,148491.8623,10.16,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584057.0443, 148491.8623)
"981",1044,314,584061.3828,148493.2918,17.78,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584061.3828, 148493.2918)
"982",1045,314,584068.3538,148494.5265,12.7,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584068.3538, 148494.5265)
"983",1046,315,584051.7213,148468.5583,89.916,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584051.7213, 148468.5583)
"984",1047,315,584050.76,148462.728,32.766,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584050.76, 148462.728)
"985",1048,315,584053.599,148469.1045,28.448,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584053.599, 148469.1045)
"986",1049,315,584055.1867,148464.6677,18.034,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584055.1867, 148464.6677)
"987",1050,315,584061.2162,148461.8156,11.938,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584061.2162, 148461.8156)
"988",1051,315,584058.9902,148460.4186,18.796,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584058.9902, 148460.4186)
"989",1052,315,584057.1256,148457.6603,59.69,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584057.1256, 148457.6603)
"990",1053,315,584057.2133,148455.1697,52.832,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584057.2133, 148455.1697)
"991",1054,315,584055.6085,148446.8539,19.812,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584055.6085, 148446.8539)
"992",1055,315,584052.3249,148449.856,10.668,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584052.3249, 148449.856)
"993",1056,315,584047.3685,148444.9679,10.414,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584047.3685, 148444.9679)
"994",1057,315,584039.2832,148456.2298,23.114,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584039.2832, 148456.2298)
"995",1058,315,584046.7222,148458.2094,75.692,"QURU",NA,"L",NA,"TREE SPLITS ABOVE DBH. ONE OF THE STEMS IS A SNAG.","Quercus rubra","Quercus","rubra","quercusRubra",c(584046.7222, 148458.2094)
"996",1059,315,584041.963,148460.0673,24.892,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584041.963, 148460.0673)
"997",1061,315,584044.1943,148467.6142,40.64,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584044.1943, 148467.6142)
"998",1062,315,584046.7198,148464.1818,40.894,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584046.7198, 148464.1818)
"999",1063,316,584076.101,148475.0132,33.274,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584076.101, 148475.0132)
"1000",1064,316,584076.4124,148467.2762,19.05,"ACRU",NA,"L","DOUBLE STEM",NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584076.4124, 148467.2762)
"1001",1065,316,584076.6047,148467.5509,20.828,"ACRU",NA,"L","DOUBLE STEM",NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584076.6047, 148467.5509)
"1002",1066,316,584080.639,148472.2223,54.356,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584080.639, 148472.2223)
"1003",1067,316,584081.2779,148471.6862,54.61,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584081.2779, 148471.6862)
"1004",1068,316,584085.6386,148470.5276,26.67,"ACRU",NA,"L",NA,"BORDERLINE","Acer rubrum","Acer","rubrum","acerRubrum",c(584085.6386, 148470.5276)
"1005",1069,316,584082.6999,148462.9714,10.922,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584082.6999, 148462.9714)
"1006",1070,316,584077.6318,148460.961,26.162,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584077.6318, 148460.961)
"1007",1071,316,584087.2421,148455.6945,11.43,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584087.2421, 148455.6945)
"1008",1072,316,584079.2484,148452.8789,26.924,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(584079.2484, 148452.8789)
"1009",1073,316,584074.4869,148456.6136,32.766,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584074.4869, 148456.6136)
